ID,Hash,Name,Other
212,1e99f486a542f214631615cd3a8ac51faaf348c0,betsoft,Tiger's Claw,
213,c24e3b1c589c8ad514f2ba8710f48d11ff22c029,betsoft,Treasure Room,
214,05fb978ccf975dbad401edfef3470901af93dc4b,betsoft,True Illusions,
215,64aefb77f4e52c900169c27f85bd95975257aeb9,betsoft,Tycoons Plus,
216,e528fae2b2c0ddeed983f83ab0ab73f339d4d7bc,betsoft,Under the Bed,
217,2240ef4a706e2d16691e43e7ea4b1d89a2efac2a,betsoft,Under the Sea,
5045,70fcb4d4073c4aeabd5cd8cc6f49d985,platipus,The Big Score,
218,6cc660e203317f8e82f919aa819466d605a6a457,betsoft,Viking Age,
219,f17da43f8c1bc10f371e911f386984393b3e8431,betsoft,Weekend In Vegas,
220,7aeceae634bbbb3e79e4bb49bf045f65f1982cf9,betsoft,Genie's Fortune,
221,9ee03fd322a5ef9a70c6bee2e280fd47e4ac5a5f,betsoft,21 Burn Blackjack,
222,fcd6ab3484871b3255e3f0b5d7ca79c62de4d81a,betsoft,American Blackjack,
223,81fc3eafb08c016003a1e2b8575fb9669d5013ae,betsoft,American Roulette,
224,43b35c5fd5d59d0ac5b743be60a868d12081474b,betsoft,Baccarat,
225,b40aa472b71071fe40b473671905d12745040d8d,betsoft,Caribbean Poker,
226,3e7daedeaee5d04d72eaa478c3dc2fdc23f28754,betsoft,European Blackjack,
227,2349a14d78704d54e291fd82e70e055e03eae21a,betsoft,European Roulette,
228,3f02eae7db0bfadbeaeb65115dcf1584cf2413b0,betsoft,Oasis Poker,
229,c78c49d9da98193e5592963a5929f5d3a66a8fd9,betsoft,Pai Gow,
230,cbdfdf1859e93b483f38a6b15d82430889f6bb7d,betsoft,Pirate 21,
231,5ad37ce45dcabd44fd5a3baa3dd1f228fb9c5b74,betsoft,Pontoon,
232,7dad4f64542405c77ee089d2c2eb7fe2ba6373e9,betsoft,Red Dog,
233,f47c1df49ec648105c5ed980eaf46c0856d236dd,betsoft,Single Deck Blackjack,
234,778a430cedd308789878b37a5d14efc2818e0299,betsoft,Super 7 Blackjack,
235,efa1be1be62a1d029aae352389c245693a0fd26e,betsoft,Three Card Rummy,
236,9f16b0ff1497c3a8d79152dcbcf97420242474f6,betsoft,Top Card Trumps,
237,8c4a52db04360bb264dda921b076174a5b37ba43,betsoft,Triple Edge Poker,
238,7c6ffe9d319310e7763b02d5e7e2a245027d31fb,betsoft,Vip American Roulette,
239,72da29015271c794d24fd38bc453002104be26d7,betsoft,Vip European Roulette,
240,bbb44830203be0b692741efadaadad5204d9f284,betsoft,Zoom Roulette,
241,6d392fb2009dbdce0133ec99547fcbd31b831aeb,playson,Burning Wins,
242,2200ef87c3ac5aee4f26ee8353a87bca387c372c,playson,Burning Wins Mobile,
243,fdc4c6198fca18e89db95ed2bf9b446c37842027,playson,Crystal Land,
244,9fae4ee71a29e1c72c297c15f37296f9b3a7900d,playson,Crystal Land Mobile,
245,dc550a8f811cb04290250d275b8eda3b4da61d88,playson,Fruits and Stars,
246,1ec9dcb186c2c737d393e811e577cd97f0541fb1,playson,Fruits and Stars Mobile,
247,477833b5c067ec871d8acc9ff20d81bafcfe47b0,playson,Joker Expand,
248,8852264c983ade19eb0eb6834bb2f4623bfcb1c7,playson,Joker Expand Mobile,
249,3f98ff6c577be4c77659c05135000baee7c69b2b,playson,Legend of Cleopatra,
250,12321f37ce1b82d90daf156e47487808ae64f7e1,playson,Legend of Cleopatra Mobile,
251,cc759e367826a39e1bdba714767bfd0d7b9e52e3,playson,Sevens&Fruits,
252,206a8185d00b1f01b1bbd3a6af15bbb6144602ee,playson,Sevens&Fruits Mobile,
253,4559fe46562629cff6c7dc6f237906cdfff68f37,platipus,Triple Dragon,
254,0ca2acdeb525dc412c89e6b4afc91c135dff6721,platipus,Book of Egypt,
255,32d17d328a5d3042613af701a7209db5bf2cf5b6,platipus,Legend of Atlantis,
256,9802e9e2efe53c9451aa2aad08accd0c764874ea,redrake,SPEED HEROES,
257,de9512d69ce79a4d0f2057cff1e9a120d9d228c6,platipus,Mega Drago,
258,d4c5e1a2cba22ea543c6407b96f7a00cca665b48,betgames,Lucky 7,
259,93509d7a9350eeed630807d5e941b70ebf0380be,betgames,Lucky 5,
260,1c1c362e5d6f4a158054ac704c7da311d5c5b562,betgames,Wheel Of Fortune,
261,88a211816b162c58a7b09f98c70f3fd27517b375,betgames,Lucky 6,
262,b5bf9542babb2f4f5e470d0af800fb70d4ca5966,betgames,Dice Duel,
263,75f5ca9e9d9cd3566bb7d95ee214dfebbf62b29b,betgames,Bet-on-Poker,
264,1566861abf92c6f502d0f2c2a4d47461ff626d7c,betgames,Baccarat,
265,608717ff036b04119fc0e3054b5f2d83431fedf5,betgames,War Of Bets,
5589,86a0f4dcbba90e8c3df6c7dddf2c860e91649a74,habanero,Egyptian Dreams Deluxe,
266,e231cdfaf59ac89ca5998392599f00b9d3298d02,tomhorn,Wild Weather,
267,71cbd41ee3c77fb1626afc4073a824eb2d2bbfa0,redrake,VIVA LAS VEGAS,
5,mines,spribe,Mines,
268,30090fc08dc3967e34fde2d6c6138744bdeb9e77,platipus,Great Ocean,
5590,8aac43ed091b68b91183f31767e2161e4c7c74e3,habanero,Jump!,
269,f06655f57bd42f2df94c90e8c9112537132f98d6,gameart,Joan of Arc,
270,fc343181fbff55ff0a9a53a59a75c240bf18ad6c,redrake,Maya,
271,8a47c7273ed72f4b6890f18067a87235e5ff18b9,tomhorn,BLACKBEARD'S QUEST MINI GAME,
5461,76c4eae95a93dfbf27c026e490ddb74e902734b4,habanero,Tens or Better 50 Hand,
272,b01c410bc754b9c12839516d40fe98421f58a46d,platipus,Power of Poseidon,
273,671c7a22d57235b4c7bcd3e0eeea36ee83973242,platipus,Black Jack,
5591,7b482385bfa8bfe21409e2b9adc1509cd222ec19,habanero,Pumpkin Patch,
274,cb1bf4924197653242438c79e5b449ce282dbc1a,platipus,Black Jack VIP,
277,081d8b1c6ac3d4a1a57d4f437a255f4d2cd6a0de,quickspin,BigBot Crew,
282,4356544f67ceead023f695e248afbb0425ad3289,quickspin,Genie’s Touch,
285,a5790294dbcce109524146b89a9dd1a7692b2f7e,quickspin,Hidden Valley HD,
293,0b542cfbc9d916f99b8b86dad2eaad8f35efeb3a,quickspin,Pied Piper,
294,69490a96aacc03e780fc50f69bebb1a7e0c6f812,quickspin,Pirate’s Charm,
295,bf7a7ece81c22979254ddc03a204023a35fb67f6,quickspin,Rapunzel’s Tower,
300,765f3996a9bb4cb0947b3e83b348fbf4322edfb0,quickspin,Spinions Beach Party,
5458,823e247167c3ca2ee188c60108d1fe2ad19f3cf1,habanero,Deuces Wild 50 Hand,
305,f5993665d2383a4b4305405d46c7a069f8a2e15e,blueprint,Blazing Star,
306,a3034aff97f4975a4a5ee9cac1e1b0c32e665110,blueprint,Convertus Aurum,
308,9ac9f73177bf3098c1ad10e0daca3b220306fa8c,blueprint,Double Triple Chance,
309,6d0e160446631fdc0aed0974c9c2563d4f5afdd5,blueprint,Dragons Treasure,
310,7ed494f3b0e0134dde10e6ae061142e753cd5d8a,blueprint,El Jackpotto,
311,c418dba0db9b5b9de0d39add9f3aa4d9c76530c2,blueprint,Eye Of Horus,
312,83b0ddcf989725478eea243c691d9d0716ddfff1,blueprint,Extra Wild,
313,3c8f0ec0a4b2811ab6f4bbc0c9f83773c765ed9a,blueprint,Fishing Frenzy,
314,f6d59ea00872a66fcdd2487d535d34b1ecab90eb,blueprint,Luck O’ the Irish Fortune Spins,
315,ad15c2d880009f34827c08216cc335831891343c,blueprint,Fortunes of Sparta,
317,82c75fe9580230cfbd01d10597d851399d133157,blueprint,Gold Cup,
319,2c0b83232d42129d687d1b3eb4ff44b7ecc6f311,blueprint,Lucky 8 Fortune Cat,
320,bc5a18772d4e38ed018369c18ce4568f8b6a437f,blueprint,Lucky Pharaoh,
321,d58af7641ee95354e991c272b9ed65600a50ef04,blueprint,Magic Mirror Deluxe II,
322,2a581e6c012f57d49402d593b3c1adcf868cb204,blueprint,Mistress of Fortune,
323,eb1d03d01929273c8116a67fa7c80e4a07c75396,blueprint,Multi Wild,
324,53885613f56a4c3ee95fd42303cd5b036c732ccf,blueprint,Jewel Strike,
325,4ccd3c5fa5e59efdd375c4d9d342ea94d2adcbd8,blueprint,Jewel Twist,
327,f40409f250c2ee0ba709bebd9d71a4324d0f668f,blueprint,Jungle Jackpots,
328,4385466ecd7309d44c2fef00f681302b7b748455,blueprint,Imperial Dragon,
330,57c2bf518f0976ce590916a5308da55d2242becb,blueprint,Wild Antics,
331,e7eeaac893457956501786aad82cbd735be08c9b,blueprint,Wish Upon A Jackpot,
332,79e3baecd409bb41f6b00c5188199d37083e866f,blueprint,Super Fortune Dragon,
333,78d686d38643cc9fc476f57ff38d48de379c31fa,blueprint,Super Lucky Frog,
334,8fb83d59c8abc7e7029b510f068f36597841d6bb,playson,Fruits & Jokers: 40 lines,
335,80a222f177e5948c1712ffb4a197910bd9646065,playson,Fruits & Jokers: 40 lines Mobile,
336,02fbac3ac6ce58db94d062abeae307fa71e6785b,redrake,MAGIC WILDS,
5593,1cbfd09a88fe2d078faa9c4b9c178366ab523199,spinomenal,Demi Gods II Christmas Edition,
337,78c4045e8d8c7379a7e07437d55825052bbeda37,platipus,Neon Classic,
5047,6767242df9d243d3b3b139a9cb24d666,dlv,Lucky Witch 777,
5463,fad725c3fe567ab5ba22842ef374c66ee520b98a,habanero,Tens or Better 5 Hand,
5594,dadfff96a7fba3a718f9ecc0240165c8e78c2ab4,habanero,Happiest Christmas Tree,
338,85242d4a98ff4ccf58623d5bf153f975358404fd,gameart,Santa's Farm,
339,e2a9b6071dd572e751f0ef9c0ff5afe098df47ab,gameart,Night at KTV,
5595,449864a91ce1e262196a459181bbe413343703d9,habanero,Three Card Poker Deluxe,
340,b14eed72ba525592e08368ecca1be74cc078f151,platipus,Baccarat Mini,
5596,95b4aae386cf03149250401cced651d33ee03fd1,spinomenal,Signs Of Fortune,
5597,b2a5e0ffa98d3a1a82a2ef5bf95524a5664a85a0,spinomenal,Scratchy Bit,
5598,1e2ed95d829a6b046a795d67d41027b484fd79eb,spinomenal,European Roulette,
341,9aa77d7decda5de1b4f8f7deaca2bb71fec7440d,tomhorn,Frozen Queen,
342,75a67013a15a152fefb67aee4dd5bd04ab1f08c7,blueprint,Journey of the Gods,
345,04a5af8c8e16ebfd944bd8805332226e55d51964,playson,100 Joker Staxx,
346,26d315f591f273ad01e88a9697b3c23d7ee3d7c3,playson,100 Joker Staxx Mobile,
347,35be53e1d9b5eab047fc957928bd22d3037e570a,platipus,Baccarat VIP,
348,afabf1d7b820096e18dd10da8701372e941f379a,redrake,Blackjack Vegas Strip,
349,4b9cacd9cd5c97e0ea72bef6fa7f3a7aae5e9b20,redrake,Blackjack Atlantic City,
350,772593c5f72e895070248c9531caead7b2aafb54,redrake,Blackjack European,
351,977aa06e36d881bdc2e5085ffb45e3dbf94bd6e9,redrake,Blackjack Double Exposure,
352,a2ed8e05d5978f46c57ea87e989b1ab36fb9806e,redrake,Blackjack Switch,
353,1f83745ed7b8eeae1c86a397e7a7d008ab47be46,redrake,Fast Blackjack,
354,1f4d82011d09f98e7388fe7506e7caea22557ece,redrake,Blackjack VIP,
355,3d1e8538458b53eb4acf4455c5fd91245d553d7b,platipus,Jade Valley,
356,3e13b835bcb89004877e1e746d17ac58c241bf70,betsoft,Faerie Spells,
357,b4d493a5f962f04256c6f1b4a158d4b4900033f9,redrake,Tiger and Dragon,
358,a7814f7bf316a4c20b6e0433c7733958d30dfb5e,betsoft,"Yak, Yeti and Roll",
359,f873e8c215c848f5430212906b32bb4ba00d89bb,betsoft,Chilli Pop,
5599,8fa9389c17835623a850ea6485cde2058dc49063,habanero,Hot Hot Fruit,
360,fdd8fd2f66df7b9b0ed562cce158f87f5cbe8e09,gameart,Circus of Horror,
5600,b4cb55ce757ccd4410e54fac380add30d1c7a6c7,spinomenal,European Roulette VIP,
5601,7170d557723eb5a76a8a03477257723066e5d2ad,habanero,5 Lucky Lions,
361,8c35806a327d76b99c31afeb9a7f71870e5e2624,playson,Sevens & Fruits: 20 lines,
362,3050591688c8ae9746bca85fe72e13ee8c5d64be,playson,Sevens & Fruits: 20 lines Mobile,
5048,fcf67725f9c949bcb7ed2346d55bdf8d,eurasiangamingslots,Heist Deluxe,
363,a71c82238afd15c0a6f85acb1783a921c80518d9,redrake,Bonnie and Clyde,
366,cacffbff3a1f2715d4eba04637e3e9d6809ce47b,platipus,Bison Trail,
369,c5a6a0d12509772c10a505fff7d6f8d6c9f3ed89,blueprint,Rome Rise of an Empire,
370,da324b9350769521fb44ccf005e8979d37d0c337,blueprint,Savanna Stampede,
371,ce25fd3036b8091b9a6298a4ba2afb28c27ceefb,blueprint,Lightning Strike Megaways,
372,9c02c3de0eb5a153f172d51ade4ff2a7ac592a18,quickspin,Volcano Riches Mobile,
373,d0354f6d8ea257e9c4cb75ff681b884f615c8c37,quickspin,Sakura Fortune Mobile,
374,e33eb35c9be93e6ecf1dcbd943d2aa874fa46d0c,quickspin,BigBot Crew Mobile,
375,763c89cb40e7da5870ee2afa90b658c26c6d2b1e,quickspin,Illuminous Mobile,
376,c8ac177ec07658b16987312e420813ce0601defa,quickspin,Pied Piper Mobile,
377,59509c1c6c472fcbc07e09d38662e5f50a9362eb,quickspin,Hot Sync Mobile,
378,d0af439cee9d7c4b1ef967db443131e188463cf6,quickspin,Razortooth Mobile,
379,de1b067c66d20e2633670ce8d4d340d153256769,quickspin,Wins of Fortune Mobile,
380,444cd8577da989df47ca78befe86e5fd6cc2e182,blueprint,Primal Megaways Mobile,
381,836352da6dcfa12485934b3847039af04592c835,blueprint,Mistress of Fortune Mobile,
382,b3dd3a33edcd7baee55268334f96f54b54e9feb6,blueprint,Lucky 8 Fortune Cat Mobile,
383,06d813d9575b5b9179bf8df6a7a73ad3f3c140d2,blueprint,Fishing Frenzy Mobile,
384,bc6c6f64c826683ce8d31900b1c3a7a8edd603db,quickspin,Divine Dreams Mobile,
385,7e195257b179896b4dac48e879afa51d55cdc929,quickspin,Sevens High Mobile,
386,cebf91cce0480a0c1bec78c9ccc29a67018c63a6,quickspin,Genie’s Touch Mobile,
387,6df0de30ea268ef74090a4eec8c5f530ff142285,blueprint,Imperial Dragon Mobile,
388,02deff26a0982732f35d07efcb81b9ffe5be3e5e,quickspin,Mighty Arthur Mobile,
389,fe5f6b36ae76a1a79ac5101cb90269443e2001d0,blueprint,Jewel Twist Mobile,
390,16fd6ade30b39f1b85b75365040754635f67f822,quickspin,Ticket to the Stars Mobile,
391,3d34cff6874d9304d8e73d47d89f74030b26478c,blueprint,Jewel Strike Mobile,
392,0dfbb12f5f63dfdb2124302e2ab6942e30ee8864,blueprint,Wild Antics Mobile,
393,576fd72ff674313059c93eabc4ec73ea5d52e161,quickspin,Big Bad Wolf Mobile,
394,b5ec0dd5885889f9e1e64f77018a946779df5418,quickspin,King Colossus Mobile,
396,aa69170e67117b46502c119e633022287d5f57c3,quickspin,Pirate’s Charm Mobile,
397,f170407ca0eec8444898396040d8bc25f774d7f8,blueprint,Dragons Treasure Mobile,
398,a1d560eaa52e036f2607065c6f684f3c0a8d37fd,quickspin,Goldilocks Mobile,
399,6e3955ff0ee1a28f5899974bec1e424c1c182aba,quickspin,Phoenix Sun Mobile,
400,11ae2e67314ecae75815abc36f9348854c24826e,blueprint,Journey of the Gods Mobile,
401,32fed304aa30392db2cfbdbdc88179ea57b5d4c1,quickspin,Spinions Beach Party Mobile,
402,bb2f4c67df70a4902828d067d4e2725aae02f22e,blueprint,Super Lucky Frog Mobile,
403,90bb7fbcdc7e338ea3522e236b38c700221077c3,blueprint,Super Fortune Dragon Mobile,
404,32af43876192dda1297b26fb2f5e5753bcbc2363,blueprint,El Jackpotto Mobile,
405,b228f12eafc8fbc625b6a0d87720d464091b19dc,blueprint,Gold Cup Mobile,
406,e81999dba688f4e0a1836440d3688b9eab9ca427,blueprint,Extra Wild Mobile,
407,d62ce3cc34aeed04b09c6017e85c7a182c02a670,quickspin,Crystal Queen Mobile,
408,4119fc7477709d155e15b472347d14b4ec1975cf,quickspin,Mayana Mobile,
409,08f8cc4efb49e62837bc75422f83655de9d2a902,quickspin,The Wild Chase Mobile,
410,ef0a664a3fc37203452dea43a8a033271c4c74da,blueprint,Double Triple Chance Mobile,
411,fad7e9d2c2a8b14228c531a4544b2148579bbff9,blueprint,Convertus Aurum Mobile,
412,2b91b64804590d4b0fa25d3b61708aa37a10ab46,quickspin,Hidden Valley HD Mobile,
414,881cdb66a0443bbc0acc5a02febe361e98416056,blueprint,Fortunes of Sparta Mobile,
415,7e0c9d520eaca3439abe40d4813218e350f9e67c,quickspin,Sticky Bandits Mobile,
416,51dbc7460399244b2d9b8684e090a03bc05d7657,quickspin,Tiger's Glory Mobile,
417,c0fda0e0d2f69ce19d07cda3fd32083acb4f8743,blueprint,Lucky Pharaoh Mobile,
418,c13b1694559f4553d379f6b851e2627e20f7b5d3,quickspin,Rapunzel’s Tower Mobile,
419,b40b40020df14f088765cc4dba6addf2e6d61eb6,blueprint,Genie Jackpots Megaways Mobile,
420,608d720a0c7d408d024105e2e1c899d307252945,blueprint,Eye Of Horus Mobile,
421,af46a02b57048544d2a100f4aaef2d15fca4fd9f,quickspin,Dragon Shrine Mobile,
422,d6b58c3cb5f7184e2cf3b876b6e111a636da7f1d,quickspin,Ark of Mystery Mobile,
423,47e9240999f55547643b1559b7748cc5b146dc3c,blueprint,Rome Rise of an Empire Mobile,
424,e059343dd1ca57115355339680bc0d375dec93ef,blueprint,Diamond Mine Megaways Mobile,
425,88f2c384ce3c8e52959cf590d61822f0c2edad5b,quickspin,Leprechaun Hills Mobile,
426,47ec962463376610930534df4c443ced5738ec7e,blueprint,Lightning Strike Megaways Mobile,
427,7fbff1ce2afa09e5418b695de2e54ea644463d10,blueprint,Magic Mirror Deluxe II Mobile,
428,6039121a6448567a7e9c7f41338b39c728676761,quickspin,Gold Lab Mobile,
429,feb2c21c31ae71a8bb1de93d81964989e6a54172,blueprint,Savanna Stampede Mobile,
430,342584671d757ac4d2be4438e2630e43901cda7d,quickspin,Second Strike Mobile,
431,88e941b2a0c799d11a35633f34bb2616dcc28127,quickspin,Joker Strike Mobile,
432,24337153f266efbfb2f85f427deea762bfb0cafa,quickspin,Treasure Island Mobile,
433,30e8b3572c3ae9b99b039ff4dc30d01eaa8d785b,blueprint,Vikings Unleashed Megaways Mobile,
434,34a1ac8993623b93d4fc0caae3486dfdde0cfecf,blueprint,Wish Upon A Jackpot Mobile,
435,25f589b83e6d23cbfd37a9319bc2b875c9e87f8e,blueprint,Multi Wild Mobile,
436,1b58ba125b23ecb2eb2c0f8e5ba8c77c157a4cc4,blueprint,Jungle Jackpots Mobile,
437,884a0dc23b5667a1cd20792ca10a2bf3775302c1,quickspin,Eastern Emeralds Mobile,
438,d8c3f806f49aab2cee2b14b1976fed0b2f80daca,quickspin,Northern Sky Mobile,
439,630a21e253a77b16f7486aec22da65951b204be4,blueprint,Blazing Star Mobile,
440,b1117f817f6fac97d053d3b4b8c8d2be3a9a709e,blueprint,Luck O’ the Irish Fortune Spins Mobile,
441,5211b28703dbcb7fdd164249ba8d6433b61c238c,quickspin,Fairy Gate Mobile,
442,6f17d5cdc5b931e2c2d321576d95c171372bd1b9,blueprint,King Kong Cash Mobile,
443,1b6e686f83ce044245af1bb8b0199f0099787612,playson,Imperial Fruits: 5 lines,
444,668d810cdc80d6523020d601d8872f418b54efdc,playson,Imperial Fruits: 5 lines Mobile,
445,e0172b534c4b24dd5f76787311e87a0bbc886db7,redrake,KNIGHTS,
446,c5b832ca93aa3f9dbb246ac6a25cefb218075c24,platipus,Pharaoh’s Empire,
5602,3165ef023b769bcc3b518844d0d0159c7cda9c8f,habanero,Mount Mazuma,
447,4fa35229dc46bf9b6564c7e6c1f45729e047d7c4,gameart,Peter's Universe,
5604,db2d4a34d29f47a64b179df7f3e42e704d39488c,spinomenal,Demi Gods II Expanded Edition,
448,f4ebfab49afe9f11b3835844726dc8aa28bba5d4,betsoft,Carnaval Forever,
449,1608c869cd55d2f20b31db4df85ef410080be339,tomhorn,SHERLOCK. A SCANDAL IN BOHEMIA.,
450,a12fcad944b3ab453e4c6b4700b10e0f4a0ed387,playson,Fruits & Jokers: 20 Lines,
451,e212134829516a1664ab9961887e4d3edd71cbe7,playson,Fruits & Jokers: 20 Lines Mobile,
452,91df866bd12e817dd5285718132a73db9de92ce2,playson,Super Burning Wins,
453,18278c746f04d8852562c333124d6831aaa7e47c,playson,Super Burning Wins Mobile,
454,b7aa04af244215bbd598e18226b0cb02001e3ce0,playson,Rise of Egypt,
455,3a73d662d1aae568a7d5bd9602fc04d5089c8df4,playson,Rise of Egypt Mobile,
456,7f7f2e939db3a5cf937d3046a6c1ac5272db5091,playson,Book of Gold: Double Chance,
457,86463690f1fb15d8b01a4e28dc3f400c3a9637e1,playson,Book of Gold: Double Chance Mobile,
458,413e10dcbf4b74b645db20fac8f2eff31de98cd4,dlv,BURNING FRUITS,
459,dee71a44d9fa212f99a8c84fa7c13c11e4067153,dlv,KING TUT,
460,45609f5dd1c1559642a736a0eba67c9da7aee62d,dlv,HIDDEN CHARM,
461,56257ff7ab44c85f017dddef4913adc5006a767c,dlv,LUCKY SEVEN,
462,100d0641ad037361fdd917700a4b03b81bdcb94e,dlv,ROYAL JEWELS,
463,dc3b5372a3b6a24bc06c386b82bf9171046976be,dlv,KIN HOUSE,
464,8ab663d4f1b7b601c23935bb327b2791aa2d28bb,dlv,IHTIADA,
465,913ad4024fa9fa1f8891ffeec4f833ba469b8746,dlv,LUCKY WITCH,
466,7333a7a7b3e3fba49425f79aa62aba7e057764e7,dlv,JACK SAROBOS,
467,3337242ba17b0d057bac6a809471bd98481a13c6,dlv,FAST COLT,
468,036983bd5c877183501e622fc4e92179555045e2,dlv,CAI SHEN,
469,15e49d0a1b94531bf4a7aba29b0739b44052ed6c,dlv,LUCKY SEARCH,
470,8459d6457fb45ddc4ec73b5c97ad086d835cb534,dlv,WINE TREASURY,
471,89c52250b4607bb6934dd8ac731e786c8e1fdea7,dlv,SYMPHOMAGIC,
472,4bf5660d9b8a9c412056173c5321f84172e9e7e1,dlv,BEARS CORNER,
473,c7409bf848358f0484d708c140041b697412b191,dlv,HONG LONG,
474,e8c14c9d0b691b969aba948c79bdb5bb091df19e,dlv,AMECAR FORCE,
475,7b740ee09c4624acb1bb14c47cd05e700e7558de,dlv,FRUTON DON,
476,3d4c07674abe3a7d9392ec02e7e971e8555b5603,dlv,ELDARIO,
477,6ee67a18787d7c993f5c36c4125dfe78f367490a,dlv,JAN JAN,
478,521f33701c7a953d3d3745a8af455a095c1faa41,dlv,SPICY FLEUR,
479,e41e9735df10c9bc2fa548f0997d84fe1bd6500b,dlv,RUDAKOP,
480,bc03165dff608e16e3009fa5afa4ebeb5a02c585,dlv,BUKUBORA,
481,43b2498719229e2a7392fbf5a8040e8275c6be65,dlv,MYSTIC JUNGLE,
482,039b24411706a5ff68a00854b331090cd1676a0e,dlv,GOLDEN FLEECE,
483,c915d9fbf03fa6b73fdc4f2b9c4b20a4038c4c15,dlv,CHAMBOHUA,
484,790045684e8f4497df158c48fcebd956d83d0992,dlv,POSEIDON TREASURE,
485,4257fede2af8c7025191bf2c650c60d04f348bc9,dlv,SMAKY BOO,
486,654326fdfd64305d8b5ecb3ea28387198ce96daa,dlv,GOLD AND HORSE,
487,5169bd7aa948baae5ed9355b5757d6e6959bab06,dlv,BUZIGUZI,
488,1f365a37cdab086f20636fbd8108b25d2fd84750,dlv,ZUMBAZI,
489,e76afed1faa0bf2e636c5459ce257b7eca27117e,dlv,TOPATOO,
490,098e903c70193cd8409d6d21dcbb7b96de6a924c,dlv,OROKORN,
491,42de99e1d5ab1c5d084fc3aada518f0a30a7b0e4,dlv,KOTE MATE,
492,1e1c1fa80355efec5bd525967955ae9d7331714c,dlv,COFETY,
493,29d066073166d9523fd8ea341c67111a1edfc94c,dlv,ALTER GODS,
494,2689ce95176ed84bd7b013f5388d601f8381e4e9,dlv,VAMPEON,
495,fa9dc1db6280617edcf87df5b65ae16d1360d0bf,dlv,AKVARICO,
496,616044c04fec57905e11626d252a791a16b6d25d,dlv,BRIDE DESIRE,
497,53d91314c2248cb14b94b19f14f63f257a0c9e2a,dlv,MYSTERIOUS INDIA,
498,aac9efa58f0e54ba6150b85104391fb666874860,dlv,HOT CRUISE,
499,9ec0f13dc64be9c4e2ee329950f601a4de729dad,dlv,NY GANGSTERS,
500,246e65e7265667357b3837ab8ef3975742071439,dlv,SECRETS OF ALCHEMY,
501,d45b5eb001e2d1a817e932f16fc7f947bfc7dec0,dlv,TOROS,
502,1d58b36fc0568ef37a46988457dcc65fb715301f,dlv,MIRMILON,
503,b9f13ed2ea6ec0c2bb1493d802d254fa79150966,dlv,TUMATOP,
504,093de74a4aac1ac6e47b935ca53e1785948f651c,dlv,WELKIN GUARDS,
505,cb94af80be8e497d2fda44981d2ef6dac156b130,dlv,CRANKY FLAVOR,
506,8fa238c5ee547cc160a45488f3803b63a16133a5,dlv,STARJONG,
507,d6527e8cd19e9fb4a344ef60a31dad815dfec670,dlv,ALCHEMY ELEMENTS,
508,ed4c7db7cdc531546026fd42f5ae642785355f13,dlv,FILIBUSTERS GHOST,
509,153d5e42ac22474884e836fad983fe304cbb09d1,dlv,FOREVER HOT,
510,b5564bfea59e90299d8fab679a864f40e49e5a8b,dlv,DYZONE,
511,dfa77bab89649b9768852720733fb36924c714d3,dlv,HISTORY OF AVIATOR,
512,cfd60deca31df88aa8d960cdb99ae6f8c0740b56,dlv,TYNOOCHKY,
513,f45952b7f9baee17d185e17f4d8e5778e082b565,dlv,SCANDY GOLD,
514,5a89685881e42030d6c7bb18674b45850f5ec468,dlv,COSMOS JUMPING,
515,6f7bcfd1d86dc7d2f9fe33efd868da214d03689c,dlv,MESOZOIC TALES,
516,c45f3631f9f444a1ab5c80eb1b88a371b6ed29cc,dlv,MUSHROOM FABLE,
517,8d3306cafa96d2c57c0f559cfd14d1765a642266,dlv,NEANDERTHIDA,
518,136e068b256784779c9cf93c50bce87033192562,dlv,SILVER HAUBERK,
519,c7dcdbfd7decb0d04870deab34a24128d1fe68c2,dlv,WINCH AND WHEELS,
520,93f96eb71ba30a84ec1c64bbfe88cf3124597f17,dlv,COOL PLACE,
521,a6ce8182a863d1f0925436aa3a3d9cd691908389,dlv,TITANIUM FRUITS,
522,341ac8239728795510d99a96b0b054ac6efcca81,dlv,TIMBER TALE,
523,a5963bcdd5b0e181937b33713ca7a5e508364839,dlv,DOUBLE RICH,
524,dd0440ccac09960c635a89210262c2a9c4df4636,dlv,JOYS OF LIFE,
526,d884a1c648d143bf4193e7681077e4122338b00b,quickspin,The Grand Mobile,
527,575cee4d149d698ee0b4e6393b4828c48344a7e2,blueprint,Temple of Treasure Megaways,
528,8b502933b527d3d3ed8c4a5ccf03dd0a751c0ee4,blueprint,Temple of Treasure Megaways Mobile,
532,ac5fbb8793468c434b671a4fe20044fd6f1a8c5d,quickspin,Durian Dynamite Mobile,
533,2292fdf35232283717edf0efda1b3c1ce46e4c6f,blueprint,Napoleon,
534,b299c9174aaaee95c152695cd62fd0315c29f037,blueprint,Napoleon Mobile,
6125,5a8200678509493b951462c5e2e9cd61,kagaming,KungFu Kaga Mobile,
5462,7c54e646d5d97c33abf6bb078c57b5bb331c5228,habanero,Queen of Queens II,
536,3926cdaca4b14e745cd4612c3269d82b35fcfe0a,quickspin,Ivan and the Immortal King Mobile,
537,70aa6c3a7fd1d43a2b4bb6eb8886804258ff9c90,blueprint,Buffalo Rising Megaways,
